antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski,antecedents_str,consequents_str,rule
"deposit_type=Non Refund, meal=BB, is_repeated_guest=NewGuest","total_of_special_requests=0_req, hotel=City Hotel, is_canceled=Canceled, distribution_channel=TA/TO, adr=50-100",0.10390997552585765,0.1300661895190116,0.06539894534108208,0.6293808174828005,4.838927163241026,1.0,0.05188377077142002,2.3472444264015313,0.8853380802252456,0.38794651766114546,0.5739685272006116,0.5660968102932916,"deposit_type=Non Refund, meal=BB, is_repeated_guest=NewGuest","total_of_special_requests=0_req, hotel=City Hotel, is_canceled=Canceled, distribution_channel=TA/TO, adr=50-100","deposit_type=Non Refund, meal=BB, is_repeated_guest=NewGuest → total_of_special_requests=0_req, hotel=City Hotel, is_canceled=Canceled, distribution_channel=TA/TO, adr=50-100"
"meal=BB, distribution_channel=TA/TO, market_segment=Groups","is_canceled=Canceled, deposit_type=Non Refund, hotel=City Hotel, is_repeated_guest=NewGuest",0.11405286751162733,0.10740868453587438,0.05925097349896132,0.5195044613229113,4.836708163476272,1.0,0.047000705031993065,1.857647456876766,0.8953669829541113,0.36527194483330744,0.4616847258622018,0.5355724483421385,"meal=BB, distribution_channel=TA/TO, market_segment=Groups","is_canceled=Canceled, deposit_type=Non Refund, hotel=City Hotel, is_repeated_guest=NewGuest","meal=BB, distribution_channel=TA/TO, market_segment=Groups → is_canceled=Canceled, deposit_type=Non Refund, hotel=City Hotel, is_repeated_guest=NewGuest"
"meal=BB, distribution_channel=TA/TO, market_segment=Groups","deposit_type=Non Refund, is_repeated_guest=NewGuest, total_of_special_requests=0_req, hotel=City Hotel, is_canceled=Canceled",0.11405286751162733,0.10740868453587438,0.05925097349896132,0.5195044613229113,4.836708163476272,1.0,0.047000705031993065,1.857647456876766,0.8953669829541113,0.36527194483330744,0.4616847258622018,0.5355724483421385,"meal=BB, distribution_channel=TA/TO, market_segment=Groups","deposit_type=Non Refund, is_repeated_guest=NewGuest, total_of_special_requests=0_req, hotel=City Hotel, is_canceled=Canceled","meal=BB, distribution_channel=TA/TO, market_segment=Groups → deposit_type=Non Refund, is_repeated_guest=NewGuest, total_of_special_requests=0_req, hotel=City Hotel, is_canceled=Canceled"
"deposit_type=Non Refund, distribution_channel=TA/TO","is_canceled=Canceled, lead_time=180d+, total_of_special_requests=0_req, is_repeated_guest=NewGuest",0.11469205473461115,0.10943558086138888,0.06065550331788631,0.5288553200850626,4.8325719653730435,1.0,0.04810411168781793,1.8902143165436947,0.8958135484111913,0.3710449143386325,0.4709594614495749,0.5415564642232875,"deposit_type=Non Refund, distribution_channel=TA/TO","is_canceled=Canceled, lead_time=180d+, total_of_special_requests=0_req, is_repeated_guest=NewGuest","deposit_type=Non Refund, distribution_channel=TA/TO → is_canceled=Canceled, lead_time=180d+, total_of_special_requests=0_req, is_repeated_guest=NewGuest"
"deposit_type=Non Refund, is_repeated_guest=NewGuest","total_of_special_requests=0_req, hotel=City Hotel, is_canceled=Canceled, meal=BB, adr=50-100",0.12202588708253084,0.1156087837781011,0.06813231175515765,0.5583430973878282,4.829590617089346,1.0,0.05402504736010236,2.0024394750567303,0.903150902806698,0.40195494690880224,0.5006091257905964,0.5738390883418116,"deposit_type=Non Refund, is_repeated_guest=NewGuest","total_of_special_requests=0_req, hotel=City Hotel, is_canceled=Canceled, meal=BB, adr=50-100","deposit_type=Non Refund, is_repeated_guest=NewGuest → total_of_special_requests=0_req, hotel=City Hotel, is_canceled=Canceled, meal=BB, adr=50-100"
"deposit_type=Non Refund, total_of_special_requests=0_req","hotel=City Hotel, is_canceled=Canceled, meal=BB, distribution_channel=TA/TO, adr=50-100",0.12254732929075449,0.11126903894836881,0.06574377002716546,0.5364765630361678,4.821436116520286,1.0,0.05210804647129392,1.9173377011375954,0.9032885118748616,0.3911629303442754,0.47844346908388663,0.5636653412308579,"deposit_type=Non Refund, total_of_special_requests=0_req","hotel=City Hotel, is_canceled=Canceled, meal=BB, distribution_channel=TA/TO, adr=50-100","deposit_type=Non Refund, total_of_special_requests=0_req → hotel=City Hotel, is_canceled=Canceled, meal=BB, distribution_channel=TA/TO, adr=50-100"
deposit_type=Non Refund,"hotel=City Hotel, is_canceled=Canceled, meal=BB, distribution_channel=TA/TO, adr=50-100",0.1225641500071488,0.11126903894836881,0.06574377002716546,0.5364029369381733,4.820774422138,1.0,0.0521061748463463,1.9170331994383394,0.9032733831150233,0.39112378665065545,0.47836062500483334,0.5636285281818607,deposit_type=Non Refund,"hotel=City Hotel, is_canceled=Canceled, meal=BB, distribution_channel=TA/TO, adr=50-100","deposit_type=Non Refund → hotel=City Hotel, is_canceled=Canceled, meal=BB, distribution_channel=TA/TO, adr=50-100"
"is_repeated_guest=NewGuest, deposit_type=Non Refund, total_of_special_requests=0_req","hotel=City Hotel, is_canceled=Canceled, meal=BB, distribution_channel=TA/TO, adr=50-100",0.12200906636613654,0.11126903894836881,0.06539894534108208,0.536017095195423,4.817306775195085,1.0,0.05182311378353432,1.9154390212414225,0.9025322469575731,0.389559641300536,0.47792647590948306,0.5618860986181197,"is_repeated_guest=NewGuest, deposit_type=Non Refund, total_of_special_requests=0_req","hotel=City Hotel, is_canceled=Canceled, meal=BB, distribution_channel=TA/TO, adr=50-100","is_repeated_guest=NewGuest, deposit_type=Non Refund, total_of_special_requests=0_req → hotel=City Hotel, is_canceled=Canceled, meal=BB, distribution_channel=TA/TO, adr=50-100"
"deposit_type=Non Refund, meal=BB","is_repeated_guest=NewGuest, total_of_special_requests=0_req, hotel=City Hotel, is_canceled=Canceled, adr=50-100",0.1044482384504756,0.13542358769059976,0.06813231175515765,0.6523069490297125,4.81678974950825,1.0,0.05398755657623099,2.4866082594882912,0.8848096585476785,0.39671890303623886,0.5978457820268861,0.5777060766760784,"deposit_type=Non Refund, meal=BB","is_repeated_guest=NewGuest, total_of_special_requests=0_req, hotel=City Hotel, is_canceled=Canceled, adr=50-100","deposit_type=Non Refund, meal=BB → is_repeated_guest=NewGuest, total_of_special_requests=0_req, hotel=City Hotel, is_canceled=Canceled, adr=50-100"
"deposit_type=Non Refund, is_repeated_guest=NewGuest","hotel=City Hotel, is_canceled=Canceled, meal=BB, distribution_channel=TA/TO, adr=50-100",0.12202588708253084,0.11126903894836881,0.06539894534108208,0.5359432076642084,4.816642731253367,1.0,0.0518212421585867,1.9151340433533517,0.9025169420176941,0.3895206131342984,0.47784333766579334,0.5618491548525124,"deposit_type=Non Refund, is_repeated_guest=NewGuest","hotel=City Hotel, is_canceled=Canceled, meal=BB, distribution_channel=TA/TO, adr=50-100","deposit_type=Non Refund, is_repeated_guest=NewGuest → hotel=City Hotel, is_canceled=Canceled, meal=BB, distribution_channel=TA/TO, adr=50-100"
"deposit_type=Non Refund, meal=BB, distribution_channel=TA/TO","is_canceled=Canceled, hotel=City Hotel, adr=50-100, total_of_special_requests=0_req",0.0985946291452553,0.13845131664157576,0.06574377002716546,0.666808837328329,4.816197155095106,1.0,0.05209321380821698,2.5857489029725573,0.8790354812318842,0.38378829536527886,0.6132648460759637,0.5708300048626823,"deposit_type=Non Refund, meal=BB, distribution_channel=TA/TO","is_canceled=Canceled, hotel=City Hotel, adr=50-100, total_of_special_requests=0_req","deposit_type=Non Refund, meal=BB, distribution_channel=TA/TO → is_canceled=Canceled, hotel=City Hotel, adr=50-100, total_of_special_requests=0_req"
"deposit_type=Non Refund, hotel=City Hotel","is_canceled=Canceled, lead_time=180d+, distribution_channel=TA/TO, total_of_special_requests=0_req",0.1081067442662383,0.10703862877519954,0.055727033414353117,0.515481562159639,4.815846092743242,1.0,0.044155435746743806,1.842987390129028,0.8883934966320383,0.3495647586388816,0.4574026901345267,0.5180535020666979,"deposit_type=Non Refund, hotel=City Hotel","is_canceled=Canceled, lead_time=180d+, distribution_channel=TA/TO, total_of_special_requests=0_req","deposit_type=Non Refund, hotel=City Hotel → is_canceled=Canceled, lead_time=180d+, distribution_channel=TA/TO, total_of_special_requests=0_req"
"meal=BB, distribution_channel=TA/TO, market_segment=Groups","is_canceled=Canceled, deposit_type=Non Refund, hotel=City Hotel",0.11405286751162733,0.10790489566950656,0.05925097349896132,0.5195044613229113,4.814466091641113,1.0,0.04694411072931112,1.8566147498198007,0.8942888572108862,0.3641579654708984,0.4613852981093369,0.5343040623060387,"meal=BB, distribution_channel=TA/TO, market_segment=Groups","is_canceled=Canceled, deposit_type=Non Refund, hotel=City Hotel","meal=BB, distribution_channel=TA/TO, market_segment=Groups → is_canceled=Canceled, deposit_type=Non Refund, hotel=City Hotel"
"meal=BB, distribution_channel=TA/TO, market_segment=Groups","is_canceled=Canceled, deposit_type=Non Refund, hotel=City Hotel, total_of_special_requests=0_req",0.11405286751162733,0.10790489566950656,0.05925097349896132,0.5195044613229113,4.814466091641113,1.0,0.04694411072931112,1.8566147498198007,0.8942888572108862,0.3641579654708984,0.4613852981093369,0.5343040623060387,"meal=BB, distribution_channel=TA/TO, market_segment=Groups","is_canceled=Canceled, deposit_type=Non Refund, hotel=City Hotel, total_of_special_requests=0_req","meal=BB, distribution_channel=TA/TO, market_segment=Groups → is_canceled=Canceled, deposit_type=Non Refund, hotel=City Hotel, total_of_special_requests=0_req"
"deposit_type=Non Refund, distribution_channel=TA/TO, total_of_special_requests=0_req","is_canceled=Canceled, adr=50-100, customer_type=Transient, hotel=City Hotel",0.11468364437641398,0.10757689169981749,0.05939394958831297,0.5178938105016134,4.814173400238632,1.0,0.047056639597491096,1.851092410219241,0.8949117628617653,0.36467854376452363,0.4597784559650583,0.5350003803504861,"deposit_type=Non Refund, distribution_channel=TA/TO, total_of_special_requests=0_req","is_canceled=Canceled, adr=50-100, customer_type=Transient, hotel=City Hotel","deposit_type=Non Refund, distribution_channel=TA/TO, total_of_special_requests=0_req → is_canceled=Canceled, adr=50-100, customer_type=Transient, hotel=City Hotel"
"deposit_type=Non Refund, distribution_channel=TA/TO","is_canceled=Canceled, adr=50-100, customer_type=Transient, hotel=City Hotel",0.11469205473461115,0.10757689169981749,0.05939394958831297,0.5178558333944416,4.81382037733035,1.0,0.04705573483729816,1.8509466050022192,0.8949030577820516,0.364659712898895,0.4597359009182217,0.5349813917969003,"deposit_type=Non Refund, distribution_channel=TA/TO","is_canceled=Canceled, adr=50-100, customer_type=Transient, hotel=City Hotel","deposit_type=Non Refund, distribution_channel=TA/TO → is_canceled=Canceled, adr=50-100, customer_type=Transient, hotel=City Hotel"
"deposit_type=Non Refund, meal=BB, distribution_channel=TA/TO, is_repeated_guest=NewGuest","is_canceled=Canceled, hotel=City Hotel, adr=50-100, total_of_special_requests=0_req",0.09819934230998899,0.13845131664157576,0.06539894534108208,0.6659815005138746,4.810221503620472,1.0,0.051803117104927306,2.5793442120238366,0.8783641471579607,0.3818878302720755,0.612304555809801,0.5691710442673856,"deposit_type=Non Refund, meal=BB, distribution_channel=TA/TO, is_repeated_guest=NewGuest","is_canceled=Canceled, hotel=City Hotel, adr=50-100, total_of_special_requests=0_req","deposit_type=Non Refund, meal=BB, distribution_channel=TA/TO, is_repeated_guest=NewGuest → is_canceled=Canceled, hotel=City Hotel, adr=50-100, total_of_special_requests=0_req"
"is_repeated_guest=NewGuest, total_of_special_requests=0_req, market_segment=Groups, hotel=City Hotel, meal=BB, distribution_channel=TA/TO","is_canceled=Canceled, deposit_type=Non Refund",0.10118501946997922,0.12178198669481333,0.05925097349896132,0.5855706092594132,4.808351589195683,1.0,0.04692846080415389,2.119101668286141,0.8811919431706093,0.3619130792150417,0.5281019240531453,0.5360518792153419,"is_repeated_guest=NewGuest, total_of_special_requests=0_req, market_segment=Groups, hotel=City Hotel, meal=BB, distribution_channel=TA/TO","is_canceled=Canceled, deposit_type=Non Refund","is_repeated_guest=NewGuest, total_of_special_requests=0_req, market_segment=Groups, hotel=City Hotel, meal=BB, distribution_channel=TA/TO → is_canceled=Canceled, deposit_type=Non Refund"
"deposit_type=Non Refund, distribution_channel=TA/TO, hotel=City Hotel, is_repeated_guest=NewGuest","is_canceled=Canceled, lead_time=180d+, total_of_special_requests=0_req",0.10415387591357515,0.11128585966476312,0.055727033414353117,0.5350452196382429,4.807845500317921,1.0,0.04413617979589384,1.9113990819575502,0.8840877983618622,0.34892048446550816,0.47682301961981965,0.5179004816449981,"deposit_type=Non Refund, distribution_channel=TA/TO, hotel=City Hotel, is_repeated_guest=NewGuest","is_canceled=Canceled, lead_time=180d+, total_of_special_requests=0_req","deposit_type=Non Refund, distribution_channel=TA/TO, hotel=City Hotel, is_repeated_guest=NewGuest → is_canceled=Canceled, lead_time=180d+, total_of_special_requests=0_req"
"is_repeated_guest=NewGuest, hotel=City Hotel, market_segment=Groups, total_of_special_requests=0_req","is_canceled=Canceled, deposit_type=Non Refund, distribution_channel=TA/TO",0.1150032379879059,0.1142463057501619,0.06311132791145575,0.5487787041099897,4.803470016002789,1.0,0.04997263282203082,1.9630139408707108,0.8947119358953958,0.37987243090007095,0.4905792673298887,0.5505966547640644,"is_repeated_guest=NewGuest, hotel=City Hotel, market_segment=Groups, total_of_special_requests=0_req","is_canceled=Canceled, deposit_type=Non Refund, distribution_channel=TA/TO","is_repeated_guest=NewGuest, hotel=City Hotel, market_segment=Groups, total_of_special_requests=0_req → is_canceled=Canceled, deposit_type=Non Refund, distribution_channel=TA/TO"
"is_repeated_guest=NewGuest, deposit_type=Non Refund, distribution_channel=TA/TO, total_of_special_requests=0_req","is_canceled=Canceled, adr=50-100, customer_type=Transient, hotel=City Hotel",0.11428835754114768,0.10757689169981749,0.059049124902229584,0.5166678931488704,4.802777668930799,1.0,0.04675433864047552,1.8463973231868425,0.8939559079197706,0.3626736918229247,0.45840476075104925,0.5327847322831367,"is_repeated_guest=NewGuest, deposit_type=Non Refund, distribution_channel=TA/TO, total_of_special_requests=0_req","is_canceled=Canceled, adr=50-100, customer_type=Transient, hotel=City Hotel","is_repeated_guest=NewGuest, deposit_type=Non Refund, distribution_channel=TA/TO, total_of_special_requests=0_req → is_canceled=Canceled, adr=50-100, customer_type=Transient, hotel=City Hotel"
"deposit_type=Non Refund, distribution_channel=TA/TO, is_repeated_guest=NewGuest","is_canceled=Canceled, adr=50-100, customer_type=Transient, hotel=City Hotel",0.11429676789934483,0.10757689169981749,0.059049124902229584,0.5166298749080206,4.802424263657146,1.0,0.04675343388028259,1.8462520995280074,0.8939470972129536,0.36265495867768593,0.45836215961208704,0.5327657231627118,"deposit_type=Non Refund, distribution_channel=TA/TO, is_repeated_guest=NewGuest","is_canceled=Canceled, adr=50-100, customer_type=Transient, hotel=City Hotel","deposit_type=Non Refund, distribution_channel=TA/TO, is_repeated_guest=NewGuest → is_canceled=Canceled, adr=50-100, customer_type=Transient, hotel=City Hotel"
"deposit_type=Non Refund, distribution_channel=TA/TO, total_of_special_requests=0_req","is_repeated_guest=NewGuest, customer_type=Transient, is_canceled=Canceled, meal=BB, adr=50-100",0.11468364437641398,0.10640785191041287,0.05857814484318887,0.5107802874743327,4.8002123744060725,1.0,0.04637490459583696,1.826566111729817,0.8942293665639746,0.36045127568183,0.45252460692322405,0.5306430681759902,"deposit_type=Non Refund, distribution_channel=TA/TO, total_of_special_requests=0_req","is_repeated_guest=NewGuest, customer_type=Transient, is_canceled=Canceled, meal=BB, adr=50-100","deposit_type=Non Refund, distribution_channel=TA/TO, total_of_special_requests=0_req → is_repeated_guest=NewGuest, customer_type=Transient, is_canceled=Canceled, meal=BB, adr=50-100"
"deposit_type=Non Refund, distribution_channel=TA/TO","is_repeated_guest=NewGuest, customer_type=Transient, is_canceled=Canceled, meal=BB, adr=50-100",0.11469205473461115,0.10640785191041287,0.05857814484318887,0.5107428320011732,4.799860375258575,1.0,0.0463740096676874,1.8264262775026525,0.8942206049573427,0.36043262264541504,0.4524826912984734,0.5306243404394104,"deposit_type=Non Refund, distribution_channel=TA/TO","is_repeated_guest=NewGuest, customer_type=Transient, is_canceled=Canceled, meal=BB, adr=50-100","deposit_type=Non Refund, distribution_channel=TA/TO → is_repeated_guest=NewGuest, customer_type=Transient, is_canceled=Canceled, meal=BB, adr=50-100"
"deposit_type=Non Refund, customer_type=Transient, hotel=City Hotel","total_of_special_requests=0_req, is_canceled=Canceled, meal=BB, distribution_channel=TA/TO, adr=50-100",0.09483519903112674,0.12475084313840927,0.056753097114406105,0.5984391628236964,4.797075095995437,1.0,0.04492232607607419,2.1796178208417176,0.8744701953243598,0.34853571613036516,0.5412039714311826,0.5266853671598425,"deposit_type=Non Refund, customer_type=Transient, hotel=City Hotel","total_of_special_requests=0_req, is_canceled=Canceled, meal=BB, distribution_channel=TA/TO, adr=50-100","deposit_type=Non Refund, customer_type=Transient, hotel=City Hotel → total_of_special_requests=0_req, is_canceled=Canceled, meal=BB, distribution_channel=TA/TO, adr=50-100"
"deposit_type=Non Refund, meal=BB, is_repeated_guest=NewGuest","is_canceled=Canceled, lead_time=180d+, distribution_channel=TA/TO, total_of_special_requests=0_req",0.10390997552585765,0.10703862877519954,0.05333008132816377,0.5132335087009308,4.794843829500225,1.0,0.04220770003181142,1.8344758466049897,0.8832177708397394,0.3383490742222934,0.4548851641461127,0.5057328068373044,"deposit_type=Non Refund, meal=BB, is_repeated_guest=NewGuest","is_canceled=Canceled, lead_time=180d+, distribution_channel=TA/TO, total_of_special_requests=0_req","deposit_type=Non Refund, meal=BB, is_repeated_guest=NewGuest → is_canceled=Canceled, lead_time=180d+, distribution_channel=TA/TO, total_of_special_requests=0_req"
"deposit_type=Non Refund, distribution_channel=TA/TO, total_of_special_requests=0_req","is_canceled=Canceled, meal=BB, adr=50-100, hotel=City Hotel",0.11468364437641398,0.11956165213076425,0.06574377002716546,0.5732619536520974,4.79469749234581,1.0,0.05203200403314437,2.0631822154227355,0.8939587115495914,0.39016720738707267,0.5153118359954916,0.5615676678783841,"deposit_type=Non Refund, distribution_channel=TA/TO, total_of_special_requests=0_req","is_canceled=Canceled, meal=BB, adr=50-100, hotel=City Hotel","deposit_type=Non Refund, distribution_channel=TA/TO, total_of_special_requests=0_req → is_canceled=Canceled, meal=BB, adr=50-100, hotel=City Hotel"
"deposit_type=Non Refund, distribution_channel=TA/TO","is_canceled=Canceled, meal=BB, adr=50-100, hotel=City Hotel",0.11469205473461115,0.11956165213076425,0.06574377002716546,0.5732199164039011,4.794345897604125,1.0,0.052030998476823305,2.0629789948269357,0.8939499275230054,0.3901477340786585,0.515264090178538,0.561546649254286,"deposit_type=Non Refund, distribution_channel=TA/TO","is_canceled=Canceled, meal=BB, adr=50-100, hotel=City Hotel","deposit_type=Non Refund, distribution_channel=TA/TO → is_canceled=Canceled, meal=BB, adr=50-100, hotel=City Hotel"
"deposit_type=Non Refund, hotel=City Hotel, customer_type=Transient, is_repeated_guest=NewGuest","total_of_special_requests=0_req, is_canceled=Canceled, meal=BB, distribution_channel=TA/TO, adr=50-100",0.09433898789749455,0.12475084313840927,0.05640827242832272,0.5979317107961131,4.793007371763543,1.0,0.04463940414728609,2.176866916300768,0.873795729108091,0.34674042289200224,0.5406241913495853,0.525049587616758,"deposit_type=Non Refund, hotel=City Hotel, customer_type=Transient, is_repeated_guest=NewGuest","total_of_special_requests=0_req, is_canceled=Canceled, meal=BB, distribution_channel=TA/TO, adr=50-100","deposit_type=Non Refund, hotel=City Hotel, customer_type=Transient, is_repeated_guest=NewGuest → total_of_special_requests=0_req, is_canceled=Canceled, meal=BB, distribution_channel=TA/TO, adr=50-100"
"deposit_type=Non Refund, distribution_channel=TA/TO, hotel=City Hotel","is_canceled=Canceled, lead_time=180d+, total_of_special_requests=0_req",0.10454075239064432,0.11128585966476312,0.055727033414353117,0.5330651649235719,4.790052990823582,1.0,0.04409312591455912,1.903293722323741,0.8836069809157138,0.34807732716957346,0.4745950200586513,0.5169104542876626,"deposit_type=Non Refund, distribution_channel=TA/TO, hotel=City Hotel","is_canceled=Canceled, lead_time=180d+, total_of_special_requests=0_req","deposit_type=Non Refund, distribution_channel=TA/TO, hotel=City Hotel → is_canceled=Canceled, lead_time=180d+, total_of_special_requests=0_req"
"deposit_type=Non Refund, meal=BB, hotel=City Hotel","is_repeated_guest=NewGuest, lead_time=180d+, is_canceled=Canceled, total_of_special_requests=0_req",0.09787974869849707,0.10943558086138888,0.0512779539280578,0.5238872658532394,4.787174899878268,1.0,0.040566426774671,1.870490653299974,0.8769435441370693,0.328626098205142,0.4653809158384348,0.49622737101453857,"deposit_type=Non Refund, meal=BB, hotel=City Hotel","is_repeated_guest=NewGuest, lead_time=180d+, is_canceled=Canceled, total_of_special_requests=0_req","deposit_type=Non Refund, meal=BB, hotel=City Hotel → is_repeated_guest=NewGuest, lead_time=180d+, is_canceled=Canceled, total_of_special_requests=0_req"
"is_repeated_guest=NewGuest, deposit_type=Non Refund, distribution_channel=TA/TO, total_of_special_requests=0_req","is_canceled=Canceled, meal=BB, adr=50-100, hotel=City Hotel",0.11428835754114768,0.11956165213076425,0.06539894534108208,0.5722275369784384,4.786045749456479,1.0,0.05173444049415098,2.058193137656123,0.8931340739584076,0.3882370562684108,0.5141369477410642,0.5596084224003053,"is_repeated_guest=NewGuest, deposit_type=Non Refund, distribution_channel=TA/TO, total_of_special_requests=0_req","is_canceled=Canceled, meal=BB, adr=50-100, hotel=City Hotel","is_repeated_guest=NewGuest, deposit_type=Non Refund, distribution_channel=TA/TO, total_of_special_requests=0_req → is_canceled=Canceled, meal=BB, adr=50-100, hotel=City Hotel"
"deposit_type=Non Refund, distribution_channel=TA/TO, is_repeated_guest=NewGuest","is_canceled=Canceled, meal=BB, adr=50-100, hotel=City Hotel",0.11429676789934483,0.11956165213076425,0.06539894534108208,0.5721854304635762,4.785693575376313,1.0,0.05173343493782991,2.0579905654528576,0.8931251949692568,0.3882176734897654,0.514089123251179,0.5595873691428742,"deposit_type=Non Refund, distribution_channel=TA/TO, is_repeated_guest=NewGuest","is_canceled=Canceled, meal=BB, adr=50-100, hotel=City Hotel","deposit_type=Non Refund, distribution_channel=TA/TO, is_repeated_guest=NewGuest → is_canceled=Canceled, meal=BB, adr=50-100, hotel=City Hotel"
"deposit_type=Non Refund, distribution_channel=TA/TO, customer_type=Transient, total_of_special_requests=0_req","is_repeated_guest=NewGuest, hotel=City Hotel, is_canceled=Canceled, meal=BB, adr=50-100",0.10118501946997922,0.11652551282159107,0.05640827242832272,0.5574765189926024,4.784158468765025,1.0,0.04461763614472071,1.996446573111089,0.8800218517028773,0.34970540695552427,0.49911006211316394,0.5207808434010287,"deposit_type=Non Refund, distribution_channel=TA/TO, customer_type=Transient, total_of_special_requests=0_req","is_repeated_guest=NewGuest, hotel=City Hotel, is_canceled=Canceled, meal=BB, adr=50-100","deposit_type=Non Refund, distribution_channel=TA/TO, customer_type=Transient, total_of_special_requests=0_req → is_repeated_guest=NewGuest, hotel=City Hotel, is_canceled=Canceled, meal=BB, adr=50-100"
"deposit_type=Non Refund, distribution_channel=TA/TO, customer_type=Transient","is_repeated_guest=NewGuest, hotel=City Hotel, is_canceled=Canceled, meal=BB, adr=50-100",0.10118501946997922,0.11652551282159107,0.05640827242832272,0.5574765189926024,4.784158468765025,1.0,0.04461763614472071,1.996446573111089,0.8800218517028773,0.34970540695552427,0.49911006211316394,0.5207808434010287,"deposit_type=Non Refund, distribution_channel=TA/TO, customer_type=Transient","is_repeated_guest=NewGuest, hotel=City Hotel, is_canceled=Canceled, meal=BB, adr=50-100","deposit_type=Non Refund, distribution_channel=TA/TO, customer_type=Transient → is_repeated_guest=NewGuest, hotel=City Hotel, is_canceled=Canceled, meal=BB, adr=50-100"
"deposit_type=Non Refund, meal=BB","total_of_special_requests=0_req, customer_type=Transient, is_canceled=Canceled, distribution_channel=TA/TO, adr=50-100",0.1044482384504756,0.11793004264051606,0.05892296952927225,0.5641355986794429,4.7836461858924855,1.0,0.04660538431508088,2.0237256235816425,0.8832034875879867,0.3604836634936969,0.5058618676625868,0.5318895080831246,"deposit_type=Non Refund, meal=BB","total_of_special_requests=0_req, customer_type=Transient, is_canceled=Canceled, distribution_channel=TA/TO, adr=50-100","deposit_type=Non Refund, meal=BB → total_of_special_requests=0_req, customer_type=Transient, is_canceled=Canceled, distribution_channel=TA/TO, adr=50-100"
"deposit_type=Non Refund, meal=BB, is_repeated_guest=NewGuest","total_of_special_requests=0_req, customer_type=Transient, is_canceled=Canceled, distribution_channel=TA/TO, adr=50-100",0.10390997552585765,0.11793004264051606,0.05857814484318887,0.5637393767705382,4.780286381214789,1.0,0.046324036998649495,2.021887629531804,0.8825090009958186,0.3587986812281063,0.5054126721020773,0.5302294088245788,"deposit_type=Non Refund, meal=BB, is_repeated_guest=NewGuest","total_of_special_requests=0_req, customer_type=Transient, is_canceled=Canceled, distribution_channel=TA/TO, adr=50-100","deposit_type=Non Refund, meal=BB, is_repeated_guest=NewGuest → total_of_special_requests=0_req, customer_type=Transient, is_canceled=Canceled, distribution_channel=TA/TO, adr=50-100"
"deposit_type=Non Refund, meal=BB","is_repeated_guest=NewGuest, total_of_special_requests=0_req, customer_type=Transient, is_canceled=Canceled, distribution_channel=TA/TO, adr=50-100",0.1044482384504756,0.11732449685032086,0.05857814484318887,0.5608342056526291,4.780196981097007,1.0,0.04632380782008448,2.0098912859581715,0.8830350560380378,0.358946608946609,0.5024606519833374,0.5300586798872464,"deposit_type=Non Refund, meal=BB","is_repeated_guest=NewGuest, total_of_special_requests=0_req, customer_type=Transient, is_canceled=Canceled, distribution_channel=TA/TO, adr=50-100","deposit_type=Non Refund, meal=BB → is_repeated_guest=NewGuest, total_of_special_requests=0_req, customer_type=Transient, is_canceled=Canceled, distribution_channel=TA/TO, adr=50-100"
"deposit_type=Non Refund, meal=BB","is_repeated_guest=NewGuest, lead_time=180d+, is_canceled=Canceled, total_of_special_requests=0_req",0.1044482384504756,0.10943558086138888,0.05458322469953995,0.5225863596102746,4.775287484170094,1.0,0.0431528710547633,1.86539374621056,0.8827948958668593,0.3426429438783591,0.4639201498174622,0.5106783627132221,"deposit_type=Non Refund, meal=BB","is_repeated_guest=NewGuest, lead_time=180d+, is_canceled=Canceled, total_of_special_requests=0_req","deposit_type=Non Refund, meal=BB → is_repeated_guest=NewGuest, lead_time=180d+, is_canceled=Canceled, total_of_special_requests=0_req"
"deposit_type=Non Refund, customer_type=Transient","is_repeated_guest=NewGuest, hotel=City Hotel, is_canceled=Canceled, meal=BB, distribution_channel=TA/TO, adr=50-100",0.10845156895232168,0.10898983187693964,0.05640827242832272,0.5201240791004265,4.7722257218242,1.0,0.044588154161418855,1.8567511502822982,0.8866082227690858,0.35028986264166706,0.4614248657673048,0.5188397230134434,"deposit_type=Non Refund, customer_type=Transient","is_repeated_guest=NewGuest, hotel=City Hotel, is_canceled=Canceled, meal=BB, distribution_channel=TA/TO, adr=50-100","deposit_type=Non Refund, customer_type=Transient → is_repeated_guest=NewGuest, hotel=City Hotel, is_canceled=Canceled, meal=BB, distribution_channel=TA/TO, adr=50-100"
"deposit_type=Non Refund, customer_type=Transient, total_of_special_requests=0_req","is_repeated_guest=NewGuest, hotel=City Hotel, is_canceled=Canceled, meal=BB, distribution_channel=TA/TO, adr=50-100",0.10845156895232168,0.10898983187693964,0.05640827242832272,0.5201240791004265,4.7722257218242,1.0,0.044588154161418855,1.8567511502822982,0.8866082227690858,0.35028986264166706,0.4614248657673048,0.5188397230134434,"deposit_type=Non Refund, customer_type=Transient, total_of_special_requests=0_req","is_repeated_guest=NewGuest, hotel=City Hotel, is_canceled=Canceled, meal=BB, distribution_channel=TA/TO, adr=50-100","deposit_type=Non Refund, customer_type=Transient, total_of_special_requests=0_req → is_repeated_guest=NewGuest, hotel=City Hotel, is_canceled=Canceled, meal=BB, distribution_channel=TA/TO, adr=50-100"
