antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski,antecedents_str,consequents_str,rule
"deposit_type=Non Refund, meal=BB, distribution_channel=TA/TO, is_repeated_guest=NewGuest","total_of_special_requests=0_req, market_segment=Groups, customer_type=Transient, hotel=City Hotel, is_canceled=Canceled",0.09819934230998899,0.0556933919815645,0.05026871094439912,0.5119047619047619,9.191481137909708,1.0,0.044799656480797076,1.9346769530133798,0.9882490090930287,0.4851067283499716,0.4831178412279954,0.7072510822510822,"deposit_type=Non Refund, meal=BB, distribution_channel=TA/TO, is_repeated_guest=NewGuest","total_of_special_requests=0_req, market_segment=Groups, customer_type=Transient, hotel=City Hotel, is_canceled=Canceled","deposit_type=Non Refund, meal=BB, distribution_channel=TA/TO, is_repeated_guest=NewGuest → total_of_special_requests=0_req, market_segment=Groups, customer_type=Transient, hotel=City Hotel, is_canceled=Canceled"
"deposit_type=Non Refund, is_repeated_guest=NewGuest, total_of_special_requests=0_req, meal=BB, distribution_channel=TA/TO","is_canceled=Canceled, market_segment=Groups, customer_type=Transient, hotel=City Hotel",0.09819093195179182,0.05570180233976165,0.05026871094439912,0.511948608137045,9.190880485596072,1.0,0.044799299061263426,1.934833530656947,0.9882319082368547,0.4851067283499716,0.48315967024798084,0.7072048642376302,"deposit_type=Non Refund, is_repeated_guest=NewGuest, total_of_special_requests=0_req, meal=BB, distribution_channel=TA/TO","is_canceled=Canceled, market_segment=Groups, customer_type=Transient, hotel=City Hotel","deposit_type=Non Refund, is_repeated_guest=NewGuest, total_of_special_requests=0_req, meal=BB, distribution_channel=TA/TO → is_canceled=Canceled, market_segment=Groups, customer_type=Transient, hotel=City Hotel"
"deposit_type=Non Refund, meal=BB, distribution_channel=TA/TO, is_repeated_guest=NewGuest","is_canceled=Canceled, market_segment=Groups, customer_type=Transient, hotel=City Hotel",0.09819934230998899,0.05570180233976165,0.05026871094439912,0.5119047619047619,9.190093325568185,1.0,0.04479883058915352,1.93465972203561,0.9882307905024752,0.4850673591949359,0.48311323763549485,0.7071829411214886,"deposit_type=Non Refund, meal=BB, distribution_channel=TA/TO, is_repeated_guest=NewGuest","is_canceled=Canceled, market_segment=Groups, customer_type=Transient, hotel=City Hotel","deposit_type=Non Refund, meal=BB, distribution_channel=TA/TO, is_repeated_guest=NewGuest → is_canceled=Canceled, market_segment=Groups, customer_type=Transient, hotel=City Hotel"
"deposit_type=Non Refund, meal=BB, distribution_channel=TA/TO","is_repeated_guest=NewGuest, total_of_special_requests=0_req, market_segment=Groups, customer_type=Transient, hotel=City Hotel, is_canceled=Canceled",0.0985946291452553,0.0556933919815645,0.05026871094439912,0.5098524268531945,9.154630535377784,1.0,0.044777641616135434,1.926576116568068,0.9881965334075459,0.48326326002587316,0.4809444633927243,0.7062249147252986,"deposit_type=Non Refund, meal=BB, distribution_channel=TA/TO","is_repeated_guest=NewGuest, total_of_special_requests=0_req, market_segment=Groups, customer_type=Transient, hotel=City Hotel, is_canceled=Canceled","deposit_type=Non Refund, meal=BB, distribution_channel=TA/TO → is_repeated_guest=NewGuest, total_of_special_requests=0_req, market_segment=Groups, customer_type=Transient, hotel=City Hotel, is_canceled=Canceled"
"deposit_type=Non Refund, meal=BB, distribution_channel=TA/TO","total_of_special_requests=0_req, market_segment=Groups, customer_type=Transient, hotel=City Hotel, is_canceled=Canceled",0.0985946291452553,0.0556933919815645,0.05026871094439912,0.5098524268531945,9.154630535377784,1.0,0.044777641616135434,1.926576116568068,0.9881965334075459,0.48326326002587316,0.4809444633927243,0.7062249147252986,"deposit_type=Non Refund, meal=BB, distribution_channel=TA/TO","total_of_special_requests=0_req, market_segment=Groups, customer_type=Transient, hotel=City Hotel, is_canceled=Canceled","deposit_type=Non Refund, meal=BB, distribution_channel=TA/TO → total_of_special_requests=0_req, market_segment=Groups, customer_type=Transient, hotel=City Hotel, is_canceled=Canceled"
"deposit_type=Non Refund, meal=BB, distribution_channel=TA/TO, total_of_special_requests=0_req","is_canceled=Canceled, market_segment=Groups, customer_type=Transient, hotel=City Hotel",0.09858621878705814,0.05570180233976165,0.05026871094439912,0.5098959221975772,9.15402914769955,1.0,0.04477728087209791,1.9267299343730746,0.9881793521742344,0.48326326002587316,0.48098590146969245,0.7061785212678963,"deposit_type=Non Refund, meal=BB, distribution_channel=TA/TO, total_of_special_requests=0_req","is_canceled=Canceled, market_segment=Groups, customer_type=Transient, hotel=City Hotel","deposit_type=Non Refund, meal=BB, distribution_channel=TA/TO, total_of_special_requests=0_req → is_canceled=Canceled, market_segment=Groups, customer_type=Transient, hotel=City Hotel"
"deposit_type=Non Refund, meal=BB, distribution_channel=TA/TO, total_of_special_requests=0_req","is_repeated_guest=NewGuest, market_segment=Groups, customer_type=Transient, hotel=City Hotel, is_canceled=Canceled",0.09858621878705814,0.05570180233976165,0.05026871094439912,0.5098959221975772,9.15402914769955,1.0,0.04477728087209791,1.9267299343730746,0.9881793521742344,0.48326326002587316,0.48098590146969245,0.7061785212678963,"deposit_type=Non Refund, meal=BB, distribution_channel=TA/TO, total_of_special_requests=0_req","is_repeated_guest=NewGuest, market_segment=Groups, customer_type=Transient, hotel=City Hotel, is_canceled=Canceled","deposit_type=Non Refund, meal=BB, distribution_channel=TA/TO, total_of_special_requests=0_req → is_repeated_guest=NewGuest, market_segment=Groups, customer_type=Transient, hotel=City Hotel, is_canceled=Canceled"
"deposit_type=Non Refund, meal=BB, distribution_channel=TA/TO","is_canceled=Canceled, market_segment=Groups, customer_type=Transient, hotel=City Hotel",0.0985946291452553,0.05570180233976165,0.05026871094439912,0.5098524268531945,9.153248287071069,1.0,0.04477681239998801,1.9265589577394664,0.9881782334593405,0.4832241895060231,0.4809398404431116,0.706156773595705,"deposit_type=Non Refund, meal=BB, distribution_channel=TA/TO","is_canceled=Canceled, market_segment=Groups, customer_type=Transient, hotel=City Hotel","deposit_type=Non Refund, meal=BB, distribution_channel=TA/TO → is_canceled=Canceled, market_segment=Groups, customer_type=Transient, hotel=City Hotel"
"deposit_type=Non Refund, meal=BB, distribution_channel=TA/TO","is_repeated_guest=NewGuest, market_segment=Groups, customer_type=Transient, hotel=City Hotel, is_canceled=Canceled",0.0985946291452553,0.05570180233976165,0.05026871094439912,0.5098524268531945,9.153248287071069,1.0,0.04477681239998801,1.9265589577394664,0.9881782334593405,0.4832241895060231,0.4809398404431116,0.706156773595705,"deposit_type=Non Refund, meal=BB, distribution_channel=TA/TO","is_repeated_guest=NewGuest, market_segment=Groups, customer_type=Transient, hotel=City Hotel, is_canceled=Canceled","deposit_type=Non Refund, meal=BB, distribution_channel=TA/TO → is_repeated_guest=NewGuest, market_segment=Groups, customer_type=Transient, hotel=City Hotel, is_canceled=Canceled"
"hotel=City Hotel, market_segment=Groups, customer_type=Transient, total_of_special_requests=0_req","deposit_type=Non Refund, is_repeated_guest=NewGuest, is_canceled=Canceled, meal=BB, distribution_channel=TA/TO",0.05724930824803828,0.09815729051900321,0.05026871094439912,0.8780666960481858,8.945506659825664,1.0,0.04464927396268446,7.396196775225481,0.9421494368960079,0.4781217502599792,0.8647953765441139,0.6950953821257122,"hotel=City Hotel, market_segment=Groups, customer_type=Transient, total_of_special_requests=0_req","deposit_type=Non Refund, is_repeated_guest=NewGuest, is_canceled=Canceled, meal=BB, distribution_channel=TA/TO","hotel=City Hotel, market_segment=Groups, customer_type=Transient, total_of_special_requests=0_req → deposit_type=Non Refund, is_repeated_guest=NewGuest, is_canceled=Canceled, meal=BB, distribution_channel=TA/TO"
"market_segment=Groups, customer_type=Transient, hotel=City Hotel","deposit_type=Non Refund, is_repeated_guest=NewGuest, is_canceled=Canceled, meal=BB, distribution_channel=TA/TO",0.05729136003902406,0.09815729051900321,0.05026871094439912,0.8774221961244862,8.938940668442939,1.0,0.044645146272819826,7.35730842752641,0.9421043610011777,0.47793059331520876,0.8640807287270124,0.6947731321638625,"market_segment=Groups, customer_type=Transient, hotel=City Hotel","deposit_type=Non Refund, is_repeated_guest=NewGuest, is_canceled=Canceled, meal=BB, distribution_channel=TA/TO","market_segment=Groups, customer_type=Transient, hotel=City Hotel → deposit_type=Non Refund, is_repeated_guest=NewGuest, is_canceled=Canceled, meal=BB, distribution_channel=TA/TO"
"market_segment=Groups, customer_type=Transient, hotel=City Hotel","deposit_type=Non Refund, is_repeated_guest=NewGuest, total_of_special_requests=0_req, is_canceled=Canceled, meal=BB, distribution_channel=TA/TO",0.05729136003902406,0.09815729051900321,0.05026871094439912,0.8774221961244862,8.938940668442939,1.0,0.044645146272819826,7.35730842752641,0.9421043610011777,0.47793059331520876,0.8640807287270124,0.6947731321638625,"market_segment=Groups, customer_type=Transient, hotel=City Hotel","deposit_type=Non Refund, is_repeated_guest=NewGuest, total_of_special_requests=0_req, is_canceled=Canceled, meal=BB, distribution_channel=TA/TO","market_segment=Groups, customer_type=Transient, hotel=City Hotel → deposit_type=Non Refund, is_repeated_guest=NewGuest, total_of_special_requests=0_req, is_canceled=Canceled, meal=BB, distribution_channel=TA/TO"
"is_repeated_guest=NewGuest, total_of_special_requests=0_req, market_segment=Groups, customer_type=Transient, hotel=City Hotel","is_canceled=Canceled, deposit_type=Non Refund, meal=BB, distribution_channel=TA/TO",0.05722407717344682,0.09854416699607237,0.05026871094439912,0.878453850676073,8.91431606206672,1.0,0.04462961192722285,7.416572536588545,0.94170934283207,0.4764827806122449,0.8651668280642236,0.6942836804801377,"is_repeated_guest=NewGuest, total_of_special_requests=0_req, market_segment=Groups, customer_type=Transient, hotel=City Hotel","is_canceled=Canceled, deposit_type=Non Refund, meal=BB, distribution_channel=TA/TO","is_repeated_guest=NewGuest, total_of_special_requests=0_req, market_segment=Groups, customer_type=Transient, hotel=City Hotel → is_canceled=Canceled, deposit_type=Non Refund, meal=BB, distribution_channel=TA/TO"
"hotel=City Hotel, market_segment=Groups, customer_type=Transient, total_of_special_requests=0_req","is_canceled=Canceled, deposit_type=Non Refund, meal=BB, distribution_channel=TA/TO",0.05724930824803828,0.09854416699607237,0.05026871094439912,0.8780666960481858,8.910387319862194,1.0,0.044627125551994815,7.393023921997276,0.9416820807486979,0.4763688531122978,0.8647373509742623,0.6940901031661941,"hotel=City Hotel, market_segment=Groups, customer_type=Transient, total_of_special_requests=0_req","is_canceled=Canceled, deposit_type=Non Refund, meal=BB, distribution_channel=TA/TO","hotel=City Hotel, market_segment=Groups, customer_type=Transient, total_of_special_requests=0_req → is_canceled=Canceled, deposit_type=Non Refund, meal=BB, distribution_channel=TA/TO"
"hotel=City Hotel, market_segment=Groups, customer_type=Transient, is_repeated_guest=NewGuest","is_canceled=Canceled, deposit_type=Non Refund, meal=BB, distribution_channel=TA/TO",0.057266128964432596,0.09854416699607237,0.05026871094439912,0.8778087824937583,8.907770081700978,1.0,0.04462546796850946,7.3774191910141145,0.9416639052157443,0.47629293170770576,0.8644512431640017,0.6939611463889803,"hotel=City Hotel, market_segment=Groups, customer_type=Transient, is_repeated_guest=NewGuest","is_canceled=Canceled, deposit_type=Non Refund, meal=BB, distribution_channel=TA/TO","hotel=City Hotel, market_segment=Groups, customer_type=Transient, is_repeated_guest=NewGuest → is_canceled=Canceled, deposit_type=Non Refund, meal=BB, distribution_channel=TA/TO"
"hotel=City Hotel, market_segment=Groups, customer_type=Transient, is_repeated_guest=NewGuest","deposit_type=Non Refund, total_of_special_requests=0_req, is_canceled=Canceled, meal=BB, distribution_channel=TA/TO",0.057266128964432596,0.09854416699607237,0.05026871094439912,0.8778087824937583,8.907770081700978,1.0,0.04462546796850946,7.3774191910141145,0.9416639052157443,0.47629293170770576,0.8644512431640017,0.6939611463889803,"hotel=City Hotel, market_segment=Groups, customer_type=Transient, is_repeated_guest=NewGuest","deposit_type=Non Refund, total_of_special_requests=0_req, is_canceled=Canceled, meal=BB, distribution_channel=TA/TO","hotel=City Hotel, market_segment=Groups, customer_type=Transient, is_repeated_guest=NewGuest → deposit_type=Non Refund, total_of_special_requests=0_req, is_canceled=Canceled, meal=BB, distribution_channel=TA/TO"
"market_segment=Groups, customer_type=Transient, hotel=City Hotel","deposit_type=Non Refund, total_of_special_requests=0_req, is_canceled=Canceled, meal=BB, distribution_channel=TA/TO",0.05729136003902406,0.09854416699607237,0.05026871094439912,0.8774221961244862,8.903847106033757,1.0,0.04462298159328143,7.354152256793721,0.9416366407001686,0.4761790949649458,0.8640223964528058,0.6937678532043443,"market_segment=Groups, customer_type=Transient, hotel=City Hotel","deposit_type=Non Refund, total_of_special_requests=0_req, is_canceled=Canceled, meal=BB, distribution_channel=TA/TO","market_segment=Groups, customer_type=Transient, hotel=City Hotel → deposit_type=Non Refund, total_of_special_requests=0_req, is_canceled=Canceled, meal=BB, distribution_channel=TA/TO"
"market_segment=Groups, customer_type=Transient, hotel=City Hotel","is_canceled=Canceled, deposit_type=Non Refund, meal=BB, distribution_channel=TA/TO",0.05729136003902406,0.09854416699607237,0.05026871094439912,0.8774221961244862,8.903847106033757,1.0,0.04462298159328143,7.354152256793721,0.9416366407001686,0.4761790949649458,0.8640223964528058,0.6937678532043443,"market_segment=Groups, customer_type=Transient, hotel=City Hotel","is_canceled=Canceled, deposit_type=Non Refund, meal=BB, distribution_channel=TA/TO","market_segment=Groups, customer_type=Transient, hotel=City Hotel → is_canceled=Canceled, deposit_type=Non Refund, meal=BB, distribution_channel=TA/TO"
"total_of_special_requests=0_req, market_segment=Groups, customer_type=Transient, hotel=City Hotel, distribution_channel=TA/TO","is_canceled=Canceled, deposit_type=Non Refund, meal=BB, is_repeated_guest=NewGuest",0.05502056332579205,0.1036156129889572,0.05026871094439912,0.9136349740140629,8.81754156211413,1.0,0.04456772154839944,10.379020636860597,0.9382105783762209,0.46387272021730697,0.9036517957726621,0.6993905389550834,"total_of_special_requests=0_req, market_segment=Groups, customer_type=Transient, hotel=City Hotel, distribution_channel=TA/TO","is_canceled=Canceled, deposit_type=Non Refund, meal=BB, is_repeated_guest=NewGuest","total_of_special_requests=0_req, market_segment=Groups, customer_type=Transient, hotel=City Hotel, distribution_channel=TA/TO → is_canceled=Canceled, deposit_type=Non Refund, meal=BB, is_repeated_guest=NewGuest"
"distribution_channel=TA/TO, market_segment=Groups, customer_type=Transient, hotel=City Hotel","deposit_type=Non Refund, is_repeated_guest=NewGuest, total_of_special_requests=0_req, is_canceled=Canceled, meal=BB",0.055062615116777826,0.1036156129889572,0.05026871094439912,0.9129372231556437,8.810807530067304,1.0,0.04456336432629917,10.295839617125075,0.9381606013324678,0.46369278510473233,0.9028733899140484,0.6990416635258738,"distribution_channel=TA/TO, market_segment=Groups, customer_type=Transient, hotel=City Hotel","deposit_type=Non Refund, is_repeated_guest=NewGuest, total_of_special_requests=0_req, is_canceled=Canceled, meal=BB","distribution_channel=TA/TO, market_segment=Groups, customer_type=Transient, hotel=City Hotel → deposit_type=Non Refund, is_repeated_guest=NewGuest, total_of_special_requests=0_req, is_canceled=Canceled, meal=BB"
"distribution_channel=TA/TO, market_segment=Groups, customer_type=Transient, hotel=City Hotel","is_canceled=Canceled, deposit_type=Non Refund, meal=BB, is_repeated_guest=NewGuest",0.055062615116777826,0.1036156129889572,0.05026871094439912,0.9129372231556437,8.810807530067304,1.0,0.04456336432629917,10.295839617125075,0.9381606013324678,0.46369278510473233,0.9028733899140484,0.6990416635258738,"distribution_channel=TA/TO, market_segment=Groups, customer_type=Transient, hotel=City Hotel","is_canceled=Canceled, deposit_type=Non Refund, meal=BB, is_repeated_guest=NewGuest","distribution_channel=TA/TO, market_segment=Groups, customer_type=Transient, hotel=City Hotel → is_canceled=Canceled, deposit_type=Non Refund, meal=BB, is_repeated_guest=NewGuest"
"is_repeated_guest=NewGuest, total_of_special_requests=0_req, market_segment=Groups, customer_type=Transient, hotel=City Hotel, distribution_channel=TA/TO","is_canceled=Canceled, deposit_type=Non Refund, meal=BB",0.055003742609397735,0.10412023448078654,0.05026871094439912,0.9139143730886851,8.777490539145212,1.0,0.0445417083665878,10.406844878322662,0.9376462756697196,0.4617940199335548,0.9039093969697782,0.6983546017301261,"is_repeated_guest=NewGuest, total_of_special_requests=0_req, market_segment=Groups, customer_type=Transient, hotel=City Hotel, distribution_channel=TA/TO","is_canceled=Canceled, deposit_type=Non Refund, meal=BB","is_repeated_guest=NewGuest, total_of_special_requests=0_req, market_segment=Groups, customer_type=Transient, hotel=City Hotel, distribution_channel=TA/TO → is_canceled=Canceled, deposit_type=Non Refund, meal=BB"
"total_of_special_requests=0_req, market_segment=Groups, customer_type=Transient, hotel=City Hotel, distribution_channel=TA/TO","is_canceled=Canceled, deposit_type=Non Refund, meal=BB",0.05502056332579205,0.10412023448078654,0.05026871094439912,0.9136349740140629,8.774807111893868,1.0,0.04453995698965269,10.373177745179982,0.937626097011342,0.46172267284665897,0.9035975257953464,0.698214902192815,"total_of_special_requests=0_req, market_segment=Groups, customer_type=Transient, hotel=City Hotel, distribution_channel=TA/TO","is_canceled=Canceled, deposit_type=Non Refund, meal=BB","total_of_special_requests=0_req, market_segment=Groups, customer_type=Transient, hotel=City Hotel, distribution_channel=TA/TO → is_canceled=Canceled, deposit_type=Non Refund, meal=BB"
"is_repeated_guest=NewGuest, market_segment=Groups, customer_type=Transient, hotel=City Hotel, distribution_channel=TA/TO","is_canceled=Canceled, deposit_type=Non Refund, meal=BB",0.05504579440038351,0.10412023448078654,0.05026871094439912,0.9132161955691367,8.770785045990785,1.0,0.044537329924250024,10.323121593878959,0.9375958276768077,0.4616156935434044,0.9031300764109041,0.6980055129703518,"is_repeated_guest=NewGuest, market_segment=Groups, customer_type=Transient, hotel=City Hotel, distribution_channel=TA/TO","is_canceled=Canceled, deposit_type=Non Refund, meal=BB","is_repeated_guest=NewGuest, market_segment=Groups, customer_type=Transient, hotel=City Hotel, distribution_channel=TA/TO → is_canceled=Canceled, deposit_type=Non Refund, meal=BB"
"is_repeated_guest=NewGuest, market_segment=Groups, customer_type=Transient, hotel=City Hotel, distribution_channel=TA/TO","is_canceled=Canceled, deposit_type=Non Refund, meal=BB, total_of_special_requests=0_req",0.05504579440038351,0.10412023448078654,0.05026871094439912,0.9132161955691367,8.770785045990785,1.0,0.044537329924250024,10.323121593878959,0.9375958276768077,0.4616156935434044,0.9031300764109041,0.6980055129703518,"is_repeated_guest=NewGuest, market_segment=Groups, customer_type=Transient, hotel=City Hotel, distribution_channel=TA/TO","is_canceled=Canceled, deposit_type=Non Refund, meal=BB, total_of_special_requests=0_req","is_repeated_guest=NewGuest, market_segment=Groups, customer_type=Transient, hotel=City Hotel, distribution_channel=TA/TO → is_canceled=Canceled, deposit_type=Non Refund, meal=BB, total_of_special_requests=0_req"
"distribution_channel=TA/TO, market_segment=Groups, customer_type=Transient, hotel=City Hotel","is_canceled=Canceled, deposit_type=Non Refund, meal=BB",0.055062615116777826,0.10412023448078654,0.05026871094439912,0.9129372231556437,8.768105716512858,1.0,0.044535578547314915,10.29004355237594,0.937575647222417,0.4615444015444015,0.9028186814846763,0.6978660267636054,"distribution_channel=TA/TO, market_segment=Groups, customer_type=Transient, hotel=City Hotel","is_canceled=Canceled, deposit_type=Non Refund, meal=BB","distribution_channel=TA/TO, market_segment=Groups, customer_type=Transient, hotel=City Hotel → is_canceled=Canceled, deposit_type=Non Refund, meal=BB"
"distribution_channel=TA/TO, market_segment=Groups, customer_type=Transient, hotel=City Hotel","is_canceled=Canceled, deposit_type=Non Refund, meal=BB, total_of_special_requests=0_req",0.055062615116777826,0.10412023448078654,0.05026871094439912,0.9129372231556437,8.768105716512858,1.0,0.044535578547314915,10.29004355237594,0.937575647222417,0.4615444015444015,0.9028186814846763,0.6978660267636054,"distribution_channel=TA/TO, market_segment=Groups, customer_type=Transient, hotel=City Hotel","is_canceled=Canceled, deposit_type=Non Refund, meal=BB, total_of_special_requests=0_req","distribution_channel=TA/TO, market_segment=Groups, customer_type=Transient, hotel=City Hotel → is_canceled=Canceled, deposit_type=Non Refund, meal=BB, total_of_special_requests=0_req"
"hotel=City Hotel, market_segment=Groups, customer_type=Transient, total_of_special_requests=0_req","is_canceled=Canceled, deposit_type=Non Refund, meal=BB, is_repeated_guest=NewGuest",0.05724930824803828,0.1036156129889572,0.05153867503216962,0.9002497429117086,8.688359957950086,1.0,0.04560675286485537,8.986286483629117,0.938639968385355,0.4714208785291177,0.8887193278534172,0.698826170157153,"hotel=City Hotel, market_segment=Groups, customer_type=Transient, total_of_special_requests=0_req","is_canceled=Canceled, deposit_type=Non Refund, meal=BB, is_repeated_guest=NewGuest","hotel=City Hotel, market_segment=Groups, customer_type=Transient, total_of_special_requests=0_req → is_canceled=Canceled, deposit_type=Non Refund, meal=BB, is_repeated_guest=NewGuest"
"market_segment=Groups, customer_type=Transient, hotel=City Hotel","is_canceled=Canceled, deposit_type=Non Refund, meal=BB, is_repeated_guest=NewGuest",0.05729136003902406,0.1036156129889572,0.05153867503216962,0.8995889606576629,8.681982711944544,1.0,0.045602395642755096,8.927149772396524,0.9385921579893374,0.4712396185788988,0.887982163904981,0.6984957790301302,"market_segment=Groups, customer_type=Transient, hotel=City Hotel","is_canceled=Canceled, deposit_type=Non Refund, meal=BB, is_repeated_guest=NewGuest","market_segment=Groups, customer_type=Transient, hotel=City Hotel → is_canceled=Canceled, deposit_type=Non Refund, meal=BB, is_repeated_guest=NewGuest"
"market_segment=Groups, customer_type=Transient, hotel=City Hotel","deposit_type=Non Refund, is_repeated_guest=NewGuest, total_of_special_requests=0_req, is_canceled=Canceled, meal=BB",0.05729136003902406,0.1036156129889572,0.05153867503216962,0.8995889606576629,8.681982711944544,1.0,0.045602395642755096,8.927149772396524,0.9385921579893374,0.4712396185788988,0.887982163904981,0.6984957790301302,"market_segment=Groups, customer_type=Transient, hotel=City Hotel","deposit_type=Non Refund, is_repeated_guest=NewGuest, total_of_special_requests=0_req, is_canceled=Canceled, meal=BB","market_segment=Groups, customer_type=Transient, hotel=City Hotel → deposit_type=Non Refund, is_repeated_guest=NewGuest, total_of_special_requests=0_req, is_canceled=Canceled, meal=BB"
"is_repeated_guest=NewGuest, total_of_special_requests=0_req, market_segment=Groups, customer_type=Transient, hotel=City Hotel","is_canceled=Canceled, deposit_type=Non Refund, meal=BB",0.05722407717344682,0.10412023448078654,0.05153867503216962,0.9006466784244562,8.65006387006028,1.0,0.04558049069892371,9.017109355906404,0.9380743565735484,0.4693627450980392,0.8890997147167814,0.6978193004400148,"is_repeated_guest=NewGuest, total_of_special_requests=0_req, market_segment=Groups, customer_type=Transient, hotel=City Hotel","is_canceled=Canceled, deposit_type=Non Refund, meal=BB","is_repeated_guest=NewGuest, total_of_special_requests=0_req, market_segment=Groups, customer_type=Transient, hotel=City Hotel → is_canceled=Canceled, deposit_type=Non Refund, meal=BB"
"hotel=City Hotel, market_segment=Groups, customer_type=Transient, total_of_special_requests=0_req","is_canceled=Canceled, deposit_type=Non Refund, meal=BB",0.05724930824803828,0.10412023448078654,0.05153867503216962,0.9002497429117086,8.646251589817856,1.0,0.045577863633521044,8.981227634593944,0.9380453944356006,0.4692549199785589,0.8886566468766258,0.6976208326836411,"hotel=City Hotel, market_segment=Groups, customer_type=Transient, total_of_special_requests=0_req","is_canceled=Canceled, deposit_type=Non Refund, meal=BB","hotel=City Hotel, market_segment=Groups, customer_type=Transient, total_of_special_requests=0_req → is_canceled=Canceled, deposit_type=Non Refund, meal=BB"
"hotel=City Hotel, market_segment=Groups, customer_type=Transient, is_repeated_guest=NewGuest","is_canceled=Canceled, deposit_type=Non Refund, meal=BB, total_of_special_requests=0_req",0.057266128964432596,0.10412023448078654,0.05153867503216962,0.8999853135555882,8.643711935950968,1.0,0.045576112256585935,8.957482119559948,0.9380260854823745,0.4691830640839139,0.8883614852195623,0.6974886180055808,"hotel=City Hotel, market_segment=Groups, customer_type=Transient, is_repeated_guest=NewGuest","is_canceled=Canceled, deposit_type=Non Refund, meal=BB, total_of_special_requests=0_req","hotel=City Hotel, market_segment=Groups, customer_type=Transient, is_repeated_guest=NewGuest → is_canceled=Canceled, deposit_type=Non Refund, meal=BB, total_of_special_requests=0_req"
"hotel=City Hotel, market_segment=Groups, customer_type=Transient, is_repeated_guest=NewGuest","is_canceled=Canceled, deposit_type=Non Refund, meal=BB",0.057266128964432596,0.10412023448078654,0.05153867503216962,0.8999853135555882,8.643711935950968,1.0,0.045576112256585935,8.957482119559948,0.9380260854823745,0.4691830640839139,0.8883614852195623,0.6974886180055808,"hotel=City Hotel, market_segment=Groups, customer_type=Transient, is_repeated_guest=NewGuest","is_canceled=Canceled, deposit_type=Non Refund, meal=BB","hotel=City Hotel, market_segment=Groups, customer_type=Transient, is_repeated_guest=NewGuest → is_canceled=Canceled, deposit_type=Non Refund, meal=BB"
"market_segment=Groups, customer_type=Transient, hotel=City Hotel","is_canceled=Canceled, deposit_type=Non Refund, meal=BB",0.05729136003902406,0.10412023448078654,0.05153867503216962,0.8995889606576629,8.63990525130507,1.0,0.045573485191183274,8.922124214498362,0.937997120760552,0.46907532149418246,0.8879190677064314,0.6972904415566182,"market_segment=Groups, customer_type=Transient, hotel=City Hotel","is_canceled=Canceled, deposit_type=Non Refund, meal=BB","market_segment=Groups, customer_type=Transient, hotel=City Hotel → is_canceled=Canceled, deposit_type=Non Refund, meal=BB"
"market_segment=Groups, customer_type=Transient, hotel=City Hotel","is_canceled=Canceled, deposit_type=Non Refund, meal=BB, total_of_special_requests=0_req",0.05729136003902406,0.10412023448078654,0.05153867503216962,0.8995889606576629,8.63990525130507,1.0,0.045573485191183274,8.922124214498362,0.937997120760552,0.46907532149418246,0.8879190677064314,0.6972904415566182,"market_segment=Groups, customer_type=Transient, hotel=City Hotel","is_canceled=Canceled, deposit_type=Non Refund, meal=BB, total_of_special_requests=0_req","market_segment=Groups, customer_type=Transient, hotel=City Hotel → is_canceled=Canceled, deposit_type=Non Refund, meal=BB, total_of_special_requests=0_req"
"total_of_special_requests=0_req, market_segment=Groups, customer_type=Transient, meal=BB, distribution_channel=TA/TO","is_canceled=Canceled, deposit_type=Non Refund, hotel=City Hotel, is_repeated_guest=NewGuest",0.05481871472906031,0.10740868453587438,0.05026871094439912,0.9169990794722308,8.537476121550991,1.0,0.044380704907403395,10.753992965240618,0.9340741069353214,0.448993389423077,0.9070112837871263,0.6925062737428495,"total_of_special_requests=0_req, market_segment=Groups, customer_type=Transient, meal=BB, distribution_channel=TA/TO","is_canceled=Canceled, deposit_type=Non Refund, hotel=City Hotel, is_repeated_guest=NewGuest","total_of_special_requests=0_req, market_segment=Groups, customer_type=Transient, meal=BB, distribution_channel=TA/TO → is_canceled=Canceled, deposit_type=Non Refund, hotel=City Hotel, is_repeated_guest=NewGuest"
"meal=BB, distribution_channel=TA/TO, market_segment=Groups, customer_type=Transient","is_canceled=Canceled, deposit_type=Non Refund, hotel=City Hotel, is_repeated_guest=NewGuest",0.054902818311031866,0.10740868453587438,0.05026871094439912,0.9155943627450981,8.524397879943225,1.0,0.044371671452299075,10.575020158529611,0.9339670868735142,0.44865635790421865,0.905437532504993,0.6918039153792831,"meal=BB, distribution_channel=TA/TO, market_segment=Groups, customer_type=Transient","is_canceled=Canceled, deposit_type=Non Refund, hotel=City Hotel, is_repeated_guest=NewGuest","meal=BB, distribution_channel=TA/TO, market_segment=Groups, customer_type=Transient → is_canceled=Canceled, deposit_type=Non Refund, hotel=City Hotel, is_repeated_guest=NewGuest"
