cluster,size,size_pct,cancel_rate,lead_time_mean,lead_time_median,total_nights_mean,total_nights_median,total_guests_mean,total_guests_median,adr_mean,adr_median,total_of_special_requests_mean,total_of_special_requests_median,booking_changes_mean,booking_changes_median,previous_cancellations_mean,previous_cancellations_median,previous_bookings_not_canceled_mean,previous_bookings_not_canceled_median,days_in_waiting_list_mean,days_in_waiting_list_median,is_repeated_guest_mean,is_repeated_guest_median
0,19330,96.65,38.48422141748578,107.20579410243145,73.0,3.485618210036213,3.0,1.9889808587687532,2.0,102.7295002586653,95.0,0.5677185721676151,0.0,0.21924469736161406,0.0,0.07284014485256078,0.0,0.01588204862907398,0.0,2.3451629591308847,0.0,0.0,0.0
1,670,3.35,14.776119402985074,31.6910447761194,4.0,2.0343283582089553,1.0,1.4283582089552238,1.0,67.07620895522388,65.0,0.6522388059701493,0.0,0.26119402985074625,0.0,0.5268656716417911,0.0,4.141791044776119,1.0,0.4388059701492537,0.0,0.9850746268656716,1.0
